ID_ATLAS,name_ATLAS,RA_ATLAS,Dec_ATLAS,RA_deg_ATLAS,Dec_deg_ATLAS,RA_err_ATLAS,Dec_err_ATLAS,rms,BWS,Obs_freq,Sp,Sp_err,S,S_err,Scom,Scom_err,Sp2,Sp2_err,S2,S2_err,S2com,S2com_err,Deconv,Deconv_err,class,Sindex,Sindex_err,field,xid_tag,xid_comment,xid_flag,ncomps,core,rhost,ihost,cntr_SWIRE,object_SWIRE,ra_SWIRE,dec_SWIRE,unc_ra_SWIRE,unc_dec_SWIRE,tile,flux_ap2_36,uncf_ap2_36,flux_kr_36,uncf_kr_36,stell_36,flgs_36,ext_fl_36,flux_ap2_45,uncf_ap2_45,flux_kr_45,uncf_kr_45,stell_45,flgs_45,ext_fl_45,flux_ap2_58,uncf_ap2_58,flux_kr_58,uncf_kr_58,stell_58,flgs_58,ext_fl_58,flux_ap2_80,uncf_ap2_80,flux_kr_80,uncf_kr_80,stell_80,flgs_80,ext_fl_80,flux_ap2_24,uncf_ap2_24,flux_kr_24,uncf_kr_24,stell_24,flgs_24,ext_fl_24,ap_m_b,msig_b,ap_m_v,msig_v,ap_m_r,msig_r,kr_m_b,kr_m_v,kr_m_r,stell_b,stell_v,stell_r,ap_m_u,msig_u,ap_m_g,msig_g,ap_m_i,msig_i,ap_m_z,msig_z,ID_phot,RA_phot,DEC_phot,MAG_APER_4_G,MAG_APER_4_R,MAG_APER_4_I,MAG_APER_4_Z,MAGERR_APER_4_G,MAGERR_APER_4_R,MAGERR_APER_4_I,MAGERR_APER_4_Z,COADD_OBJECT_ID,coadd_final,ID_GRC,RA_GRC,DEC_GRC,z,z_Err,flag,source,comments,totobs,totexp,jflag
CI1327  ,ATLAS3_J033031.7-275803C,03:30:31.77,-27:58:03.5,52.632376,-27.96764,0.8,1.82,0.016,1.04,1.48,0.109,0.018,0.109,0.018,0.109,0.018,0.113,0.018,0.113,0.018,0.113,0.018,-999.0,-999.0,P,-999.0,-999.0,CDFS    ,CI1327*SWIRE3_J033031.73-275802.7*m1*C0  ,-----------------------------------------------------,1,1,1,CI1327  ,SWIRE3_J033031.73-275802.7,320777,SWIRE3_J033031.73-275802.7,52.63223,-27.96744,0.00983,0.00893,33,152.81,1.27,195.62,1.27,0.04,CA0,2,141.15,1.89,175.61,2.13,0.07,CA0,2,120.58,4.46,146.49,6.88,0.26,CA0,0,223.62,5.62,204.69,6.94,0.46,CA0,0,1074.75,14.68,951.63,18.78,0.91,CA0,0,-999.0,-999.0,-999.0,-999.0,19.9644,0.0302,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,22.1444,0.047,21.5004,0.0128,19.3204,0.0305,0.0,0.0,SVA1_COADD-2940141725,52.632321,-27.967341,21.82823,20.360764,19.948853,19.652884,0.0039,0.0012,0.0009,0.0007,2940141725,2940141725,SWIRE3_J033031.73-275802.7    ,52.63220833333333,-27.967444444444443,0.407,-9.999,-2.0,ATLAS               ,-                             ,-9,-9,2
CI1328  ,ATLAS3_J033032.1-281549C,03:30:32.16,-28:15:49.1,52.634009,-28.263648,0.62,1.38,0.015,1.04,1.474,0.135,0.017,0.135,0.017,0.135,0.017,0.14,0.018,0.14,0.018,0.14,0.018,-999.0,-999.0,P,-999.0,-999.0,CDFS    ,CI1328*SWIRE3_J033032.19-281548.5*m1*C0  ,-----------------------------------------------------,1,1,1,CI1328  ,SWIRE3_J033032.19-281548.5,307777,SWIRE3_J033032.19-281548.5,52.63413,-28.26348,0.0139,0.0107,33,212.17,1.91,343.71,2.31,0.03,EK2,2,131.04,1.35,200.46,1.98,0.03,CA2,2,110.04,4.99,149.35,8.07,0.0,CA0,0,67.14,3.77,64.84,4.72,0.06,CA0,0,-999.0,-999.0,-999.0,-999.0,-999.0,---,-999,-999.0,-999.0,-999.0,-999.0,21.41,0.0226,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-99.0,-99.0,23.0316,0.0264,19.9608,0.0408,19.3787,0.1702,SVA1_COADD-2940557616,52.634128,-28.26345,23.530977,21.912807,20.747269,20.195143,0.256,0.051,0.019,0.0176,2940557616,2940557616,SVA1_COADD-2940557616         ,52.634125,-28.2634444444444,0.6827,-9.999,4.0,DES_AAOmega         ,//                            ,3,6800,4
CI1331  ,ATLAS3_J033032.5-280754C,03:30:32.54,-28:07:54.0,52.635592,-28.131676,0.99,2.3,0.014,1.04,1.484,0.074,0.015,0.074,0.015,0.074,0.015,0.077,0.016,0.077,0.016,0.077,0.016,-999.0,-999.0,P,-999.0,-999.0,CDFS    ,CI1331*SWIRE3_J033032.47-280756.0*m1*C0  ,-----------------------------------------------------,1,1,1,CI1331  ,SWIRE3_J033032.47-280756.0,313407,SWIRE3_J033032.47-280756.0,52.63531,-28.13225,0.0111,0.0121,33,47.44,0.81,41.89,0.72,0.97,CA0,0,58.61,1.32,53.06,1.32,0.97,CA0,0,41.94,4.23,32.91,3.7,0.47,CA0,0,218.52,5.56,196.16,7.11,0.85,CA0,0,523.55,18.82,397.5,21.97,0.41,CA0,0,-999.0,-999.0,-999.0,-999.0,20.6889,0.021,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,21.6444,0.0511,21.5004,0.0128,20.1272,0.041,19.6512,0.1703,SVA1_COADD-2940119136,52.635285,-28.132214,21.758549,21.107306,20.690376,20.45005,0.0036,0.002,0.0017,0.0015,2940119136,2940119136,SVA1_COADD-2940119136         ,52.6352916666667,-28.1322222222222,0.29633,-9.999,4.0,DES_AAOmega         ,//                            ,3,7200,4
CI1332  ,ATLAS3_J033032.6-281305C,03:30:32.61,-28:13:05.9,52.635896,-28.218302,0.69,1.57,0.014,1.04,1.477,0.113,0.016,0.181,0.017,0.181,0.017,0.117,0.017,0.188,0.018,0.188,0.018,8.1,1.8,E,-999.0,-999.0,CDFS    ,CI1332*SWIRE3_J033032.54-281305.6*m1*C0  ,deblend                                              ,1,1,1,CI1332  ,SWIRE3_J033032.54-281305.6,309714,SWIRE3_J033032.54-281305.6,52.63559,-28.21823,0.00983,0.0108,33,288.96,1.79,656.94,2.47,0.03,EK2,2,234.68,1.71,499.87,2.53,0.03,EK0,2,188.51,4.59,360.01,10.02,0.0,CA0,0,653.96,5.15,1527.12,10.87,0.01,EK0,2,1375.24,17.04,1497.1,27.68,0.02,CA0,0,-999.0,-999.0,-999.0,-999.0,19.0975,0.0201,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,20.6827,0.0312,20.088,0.0106,18.439,0.0401,18.0403,0.17,SVA1_COADD-2940565647,52.635619,-28.218163,20.410946,19.513527,19.098623,18.836452,0.0014,0.0007,0.0005,0.0004,2940565647,2940565647,DES_PZ_00035341               ,52.635625,-28.21825,0.18012,-9.999,4.0,DES_AAOmega         ,                              ,2,4800,4
CI1342  ,ATLAS3_J033033.9-274420C,03:30:33.97,-27:44:20.7,52.641523,-27.739079,0.91,2.1,0.019,1.08,1.443,0.115,0.021,0.245,0.023,0.245,0.023,0.117,0.022,0.25,0.023,0.25,0.023,11.2,2.2,E,-999.0,-999.0,CDFS    ,CI1342*SWIRE3_J033034.01-274425.4*m1*C0  ,deblend                                              ,1,1,1,CI1342  ,SWIRE3_J033034.01-274425.4,331477,SWIRE3_J033034.01-274425.4,52.64173,-27.74039,0.00875,0.00965,33,174.34,1.86,190.35,1.73,0.86,CA0,-1,117.35,1.73,127.85,1.86,0.77,CA0,0,113.85,5.63,89.18,4.88,0.5,CA0,0,89.03,5.31,69.05,5.13,0.47,CA0,0,910.14,13.65,691.78,15.73,0.87,CA0,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,SVA1_COADD-2940170819,52.641678,-27.740399,22.57062,21.231789,20.487831,20.158411,0.0122,0.0037,0.0034,0.0018,2940170819,2940170819,SVA1_COADD-2940170819         ,52.6416666666667,-27.7403888888889,0.70458,-9.999,4.0,DES_AAOmega         ,AMo 7 0.70458 4 {} | CLi 7 0.7,3,7200,4
CI1343  ,ATLAS3_J033034.0-281602C,03:30:34.02,-28:16:02.4,52.641749,-28.267324,0.5,1.08,0.015,1.04,1.473,0.177,0.018,0.177,0.018,0.177,0.018,0.184,0.019,0.184,0.019,0.184,0.019,-999.0,-999.0,P,-1.833,1.073,CDFS    ,CI1343*SWIRE3_J033033.92-281604.6*m1*C0  ,guess 2                                              ,2,1,1,CI1343  ,SWIRE3_J033033.92-281604.6,307567,SWIRE3_J033033.92-281604.6,52.64134,-28.26795,0.00756,0.00774,33,104.15,1.44,88.36,1.14,0.98,CA3,0,115.85,1.7,104.96,1.44,0.96,CA3,0,113.7,5.56,117.37,6.23,0.13,CA3,0,366.8,6.14,441.94,9.44,0.51,CA2,0,1605.43,18.73,1538.21,26.69,0.26,CA0,0,-999.0,-999.0,-999.0,-999.0,20.3939,0.0207,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,21.8586,0.062,21.504,0.0128,19.7202,0.0406,19.1955,0.1702,SVA1_COADD-2940557484,52.641265,-28.267992,21.922634,20.896297,20.51433,20.016678,0.0639,0.0221,0.0155,0.015,2940557484,2940557484,SWIRE3_J033033.92-281604.6    ,52.641333333333336,-28.267944444444442,0.3252,-9.999,-2.0,ATLAS               ,-                             ,-9,-9,2
CI1345C2,ATLAS3_J033034.6-282706C,03:30:34.69,-28:27:06.1,52.644558,-28.451702,0.26,0.33,0.017,1.04,1.471,15.267,0.767,15.267,0.767,18.153,0.784970063123429,15.814,0.798,15.814,0.798,18.803,0.8167496556473103,-999.0,-999.0,P,-0.711,0.101,CDFS    ,CI1345C2*SWIRE3_J033034.56-282707.7*m2*C0,deblend                                              ,1,2,1,CI1345C2,SWIRE3_J033034.56-282707.7,298824,SWIRE3_J033034.56-282707.7,52.64403,-28.45216,0.0156,0.0158,32,29.32,0.88,29.01,0.94,0.75,CA0,0,38.89,1.18,36.31,1.33,0.56,CA0,0,56.02,5.11,70.36,5.96,0.19,CA0,0,53.34,5.14,33.1,4.13,0.47,CA0,0,-999.0,-999.0,-999.0,-999.0,-999.0,---,-999,-999.0,-999.0,-999.0,-999.0,22.3165,0.0291,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,22.0714,0.0616,22.5761,0.0192,21.5492,0.0499,21.3315,0.1755,SVA1_COADD-2940531804,52.644044,-28.452119,23.06188,22.7278,22.245594,22.121315,0.044,0.0765,0.0226,0.0135,2940531804,2940531804,0072-01525                    ,52.64407,-28.45215,1.8383805,-9.999,4.0,PRIMUS              ,-                             ,-9,-9,4
CI1346  ,ATLAS3_J033034.3-281217C,03:30:34.36,-28:12:17.5,52.643179,-28.204853,0.52,1.12,0.014,1.04,1.477,0.163,0.017,0.163,0.017,0.163,0.017,0.169,0.018,0.169,0.018,0.169,0.018,-999.0,-999.0,P,-0.429,1.043,CDFS    ,CI1346*SWIRE3_J033034.36-281217.5*m1*C0  ,-----------------------------------------------------,1,1,1,CI1346  ,SWIRE3_J033034.36-281217.5,310259,SWIRE3_J033034.36-281217.5,52.6432,-28.20487,0.00619,0.00857,33,280.88,1.71,485.17,1.93,0.03,EK2,2,214.4,2.05,364.61,2.6,0.03,CA0,2,195.7,4.84,305.59,7.71,0.0,CA0,0,1357.56,7.98,1847.31,10.49,0.03,CA0,2,1439.68,16.68,1404.64,24.05,0.23,CA0,0,-999.0,-999.0,-999.0,-999.0,19.3278,0.0202,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,21.0087,0.0359,20.2642,0.0107,18.6192,0.0401,18.2183,0.17,SVA1_COADD-2940566821,52.64322,-28.20475,20.596058,19.755419,19.27733,19.003296,0.0016,0.0008,0.0006,0.0004,2940566821,2940566821,SVA1_COADD-2940566821         ,52.6432083333333,-28.20475,0.12379,-9.999,4.0,DES_AAOmega         ,                              ,3,7200,4
CI1347  ,ATLAS3_J033034.3-274328C,03:30:34.37,-27:43:28.6,52.643204,-27.724603,0.49,1.05,0.019,1.08,1.44,0.239,0.024,0.239,0.024,0.239,0.024,0.243,0.024,0.243,0.024,0.243,0.024,-999.0,-999.0,P,0.351,1.047,CDFS    ,CI1347*SWIRE3_J033034.45-274328.3*m1*C0  ,-----------------------------------------------------,1,1,1,CI1347  ,SWIRE3_J033034.45-274328.3,332246,SWIRE3_J033034.45-274328.3,52.64355,-27.72454,0.00839,0.00738,33,190.71,1.95,190.81,1.69,0.91,CA0,-1,153.05,1.86,154.47,1.77,0.7,CA0,0,167.99,6.04,133.04,5.25,0.68,CA0,0,283.99,4.73,285.2,6.42,0.79,CA0,0,1251.74,14.25,1024.66,17.58,0.74,CA0,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,SVA1_COADD-2940172986,52.643537,-27.724482,23.50134,21.5698,21.032822,20.579817,0.0559,0.0233,0.0063,0.0029,2940172986,2940172986,SWIRE3_J033034.45-274328.3    ,52.643541666666664,-27.724527777777777,0.5053,-9.999,-2.0,ATLAS               ,-                             ,-9,-9,2
CI1349  ,ATLAS3_J033034.6-284117C,03:30:34.66,-28:41:17.6,52.644434,-28.688229,0.7,1.58,0.019,1.04,1.489,0.147,0.021,0.147,0.021,0.147,0.021,0.153,0.022,0.153,0.022,0.153,0.022,-999.0,-999.0,P,0.738,1.217,CDFS    ,CI1349*SWIRE3_J033034.64-284117.3*m1*C0  ,-----------------------------------------------------,1,1,1,CI1349  ,SWIRE3_J033034.64-284117.3,287429,SWIRE3_J033034.64-284117.3,52.64434,-28.68816,0.00839,0.0107,32,213.02,2.08,264.45,2.09,0.16,CA3,1,164.74,2.0,189.16,2.17,0.09,CA0,2,98.54,5.59,80.19,5.72,0.0,CA0,0,44.68,5.18,27.95,3.41,0.47,CA0,0,-999.0,-999.0,-999.0,-999.0,-999.0,---,-999,-999.0,-999.0,-999.0,-999.0,19.944,0.0203,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-99.0,-99.0,21.7138,0.0134,18.9874,0.0402,18.5029,0.1701,SVA1_COADD-2940499611,52.644385,-28.688169,21.971611,20.186302,19.556028,19.225243,0.0044,0.001,0.0007,0.0005,2940499611,2940499611,SVA1_COADD-2940499611         ,52.644375,-28.6881666666667,0.42415,-9.999,4.0,DES_AAOmega         ,"//HK,G                        ",3,7200,4
CI1350  ,ATLAS3_J033035.1-280336C,03:30:35.11,-28:03:36.5,52.646298,-28.060137,0.31,0.5,0.015,1.04,1.484,0.489,0.03,0.489,0.03,0.489,0.03,0.509,0.031,0.509,0.031,0.509,0.031,-999.0,-999.0,P,-0.752,0.38,CDFS    ,CI1350*SWIRE3_J033035.11-280337.0*m1*C0  ,-----------------------------------------------------,1,1,1,CI1350  ,SWIRE3_J033035.11-280337.0,316537,SWIRE3_J033035.11-280337.0,52.64632,-28.06029,0.00479,0.00497,33,482.29,2.25,624.72,2.22,0.09,EK0,2,354.26,2.34,422.82,2.28,0.03,CA0,2,405.46,6.43,425.96,7.37,0.02,CA0,0,3500.17,10.56,4076.98,10.45,0.03,EK0,2,4305.32,17.61,4036.47,25.36,0.68,EK0,1,-999.0,-999.0,-999.0,-999.0,18.2876,0.03,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,19.3851,0.0306,18.9969,0.0102,17.6422,0.03,0.0,0.0,SVA1_COADD-2940129037,52.646237,-28.060223,19.331568,18.73054,18.3481,18.178513,0.0007,0.0004,0.0003,0.0002,2940129037,2940129037,S266                          ,52.64633333333333,-28.06028888888889,0.1218,-9.999,-2.0,ATLAS               ,-                             ,-9,-9,2
CI1352  ,ATLAS3_J033035.4-280251C,03:30:35.41,-28:02:51.5,52.647553,-28.047635,0.8,1.83,0.015,1.04,1.483,0.104,0.017,0.104,0.017,0.104,0.017,0.108,0.018,0.108,0.018,0.108,0.018,-999.0,-999.0,P,-999.0,-999.0,CDFS    ,CI1352*SWIRE3_J033035.40-280249.2*m1*C0  ,-----------------------------------------------------,1,1,1,CI1352  ,SWIRE3_J033035.40-280249.2,317118,SWIRE3_J033035.40-280249.2,52.64751,-28.04701,0.0135,0.013,33,130.54,1.06,186.82,1.16,0.07,CA3,2,104.62,1.39,160.61,1.98,0.21,CA2,1,79.24,3.69,93.62,5.54,0.01,CA0,0,52.42,4.12,70.1,5.26,0.34,CA0,0,-999.0,-999.0,-999.0,-999.0,-999.0,---,-999,-999.0,-999.0,-999.0,-999.0,20.119,0.0303,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,23.0663,0.0857,21.7233,0.0137,19.2411,0.0304,0.0,0.0,SVA1_COADD-2940130276,52.64756,-28.047071,22.068338,20.471199,19.885359,19.54,0.0047,0.0012,0.0008,0.0007,2940130276,2940130276,DES_PZ_00034066               ,52.6475833333333,-28.0470555555556,0.33607,-9.999,4.0,DES_AAOmega         ,                              ,3,7200,4
CI1357  ,ATLAS3_J033035.9-281434C,03:30:35.97,-28:14:34.4,52.649875,-28.242896,0.7,1.59,0.015,1.04,1.474,0.114,0.016,0.17,0.017,0.17,0.017,0.118,0.017,0.177,0.018,0.177,0.018,7.4,2.0,E,-999.0,-999.0,CDFS    ,CI1357*SWIRE3_J033035.97-281433.6*m1*C0  ,-----------------------------------------------------,1,1,1,CI1357  ,SWIRE3_J033035.97-281433.6,308690,SWIRE3_J033035.97-281433.6,52.64989,-28.24268,0.0118,0.0107,33,129.67,1.73,240.16,2.26,0.03,CA3,2,120.65,1.32,206.23,1.9,0.03,CA3,2,101.79,5.46,167.39,9.09,0.0,CA0,0,609.22,4.88,917.05,9.07,0.02,CA0,2,1082.05,17.99,923.53,23.83,0.27,CA0,0,-999.0,-999.0,-999.0,-999.0,19.9028,0.0204,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,21.0069,0.037,20.6945,0.0111,19.2667,0.0403,18.8279,0.1701,SVA1_COADD-2940561042,52.649812,-28.242649,21.108541,20.341835,19.93361,19.755072,0.0023,0.0012,0.001,0.0008,2940561042,2940561042,DES_PZ_00035353               ,52.6497083333333,-28.2426388888889,0.21671,-9.999,4.0,DES_AAOmega         ,                              ,3,7200,4
CI1359  ,ATLAS3_J033036.0-275257C,03:30:36.02,-27:52:57.5,52.650087,-27.882633,0.93,2.15,0.017,1.06,1.465,0.098,0.019,0.098,0.019,0.098,0.019,0.101,0.019,0.101,0.019,0.101,0.019,-999.0,-999.0,P,-999.0,-999.0,CDFS    ,CI1359*SWIRE3_J033036.07-275257.7*m1*C0  ,-----------------------------------------------------,1,1,1,CI1359  ,SWIRE3_J033036.07-275257.7,324757,SWIRE3_J033036.07-275257.7,52.6503,-27.8827,0.0103,0.0112,33,91.16,1.37,86.41,1.22,0.83,CA0,0,63.6,1.36,61.96,1.49,0.18,CA0,0,56.29,5.17,36.97,4.21,0.6,CA0,0,73.28,5.01,77.92,6.4,0.44,CA0,0,810.81,14.48,576.0,15.27,0.8,CA0,0,-999.0,-999.0,-999.0,-999.0,21.456,0.032,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,22.4075,0.0538,22.3757,0.018,20.6607,0.0343,0.0,0.0,SVA1_COADD-2940150844,52.650266,-27.882621,22.852411,26.788137,21.432749,21.057451,0.041,0.7462,0.0331,0.0067,2940150844,2940150844,SVA1_COADD-2940150844         ,52.65025,-27.8826111111111,0.67945,-9.999,4.0,DES_AAOmega         ,                              ,3,7200,4
CI1360  ,ATLAS3_J033036.0-281110C,03:30:36.04,-28:11:10.7,52.650187,-28.186303,0.92,2.12,0.015,1.04,1.478,0.084,0.016,0.084,0.016,0.084,0.016,0.087,0.016,0.087,0.016,0.087,0.016,-999.0,-999.0,P,-999.0,-999.0,CDFS    ,CI1360*SWIRE3_J033036.12-281111.0*m1*C0  ,-----------------------------------------------------,1,1,1,CI1360  ,SWIRE3_J033036.12-281111.0,311058,SWIRE3_J033036.12-281111.0,52.65052,-28.18639,0.0141,0.0126,33,69.33,1.3,113.85,1.56,0.03,CA0,2,76.84,1.49,109.82,2.13,0.02,CA2,0,52.53,5.08,49.88,4.49,0.37,CA0,0,227.07,5.66,260.85,8.35,0.28,CA0,0,1082.84,16.34,999.35,23.48,0.23,CA0,0,-999.0,-999.0,-999.0,-999.0,20.2449,0.0205,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,21.3355,0.0425,21.1269,0.0118,19.6659,0.0405,19.3258,0.1702,SVA1_COADD-2940568557,52.650483,-28.18643,21.41001,20.686634,20.298735,20.14821,0.0028,0.0015,0.0013,0.0012,2940568557,2940568557,SWIRE3_J033036.12-281111.0    ,52.6505,-28.18638888888889,0.2596,-9.999,-2.0,ATLAS               ,-                             ,-9,-9,2
CI1362  ,ATLAS3_J033036.6-280424C,03:30:36.64,-28:04:24.3,52.652676,-28.073418,0.66,1.49,0.015,1.04,1.483,0.126,0.017,0.126,0.017,0.126,0.017,0.131,0.018,0.131,0.018,0.131,0.018,-999.0,-999.0,P,-999.0,-999.0,CDFS    ,CI1362*SWIRE3_J033036.62-280424.1*m1*C0  ,-----------------------------------------------------,1,1,1,CI1362  ,SWIRE3_J033036.62-280424.1,315981,SWIRE3_J033036.62-280424.1,52.65262,-28.07337,0.00961,0.00889,33,139.28,1.19,135.3,1.04,0.87,CA2,0,120.13,1.23,114.06,1.19,0.91,CA0,0,122.31,3.97,114.54,5.48,0.75,CA0,0,157.4,3.78,132.41,4.25,0.82,CA0,0,-99.0,-99.0,-99.0,-99.0,-9.0,---,-99,-999.0,-999.0,-999.0,-999.0,21.3278,0.0317,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,22.0266,0.0456,22.0599,0.0155,20.2634,0.0322,0.0,0.0,SVA1_COADD-2940125833,52.652613,-28.07337,22.940578,21.875364,20.98027,20.601194,0.0099,0.0039,0.0022,0.0017,2940125833,2940125833,SVA1_COADD-2940125833         ,52.652625,-28.0733611111111,0.67874,-9.999,4.0,DES_AAOmega         ,//                            ,6,12200,4
CI1364  ,ATLAS3_J033037.0-284853C,03:30:37.08,-28:48:53.1,52.654492,-28.814761,0.93,2.15,0.024,1.04,1.48,0.14,0.027,0.231,0.027,0.231,0.027,0.145,0.028,0.24,0.028,0.24,0.028,8.5,2.4,E,-999.0,-999.0,CDFS    ,CI1364*SWIRE3_J033037.13-284850.9*m1*C0  ,-----------------------------------------------------,1,1,1,CI1364  ,SWIRE3_J033037.13-284850.9,281177,SWIRE3_J033037.13-284850.9,52.65473,-28.81416,0.00968,0.0108,32,131.09,1.19,134.3,1.07,0.26,CA0,0,89.49,1.11,88.01,1.12,0.17,CA0,0,96.12,3.87,94.6,4.7,0.0,CA0,0,70.99,3.67,77.97,5.26,0.4,CA0,0,452.2,21.16,243.19,14.11,0.58,CA0,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,SVA1_COADD-2940481366,52.654805,-28.814159,22.645163,21.470863,20.801027,20.486578,0.0141,0.0055,0.0026,0.0028,2940481366,2940481366,SVA1_COADD-2940481366         ,52.6547916666667,-28.8141666666667,0.612,-9.999,4.0,DES_AAOmega         ,//                            ,3,5400,4
CI1365  ,ATLAS3_J033037.5-281612C,03:30:37.54,-28:16:12.6,52.656403,-28.270169,0.59,1.3,0.015,1.04,1.471,0.148,0.018,0.148,0.018,0.148,0.018,0.153,0.018,0.153,0.018,0.153,0.018,-999.0,-999.0,P,-999.0,-999.0,CDFS    ,CI1365*SWIRE3_J033037.48-281613.4*m1*C0  ,-----------------------------------------------------,1,1,1,CI1365  ,SWIRE3_J033037.48-281613.4,307455,SWIRE3_J033037.48-281613.4,52.65617,-28.27039,0.0113,0.0129,33,75.54,1.26,72.57,1.17,0.96,CA0,0,54.18,1.29,51.69,1.4,0.58,CA0,0,48.42,4.87,33.28,3.91,0.5,CA0,0,50.17,5.11,42.02,4.14,0.36,CA0,0,397.67,20.36,296.84,18.71,0.51,CA0,0,-999.0,-999.0,-999.0,-999.0,21.9156,0.0255,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-99.0,-99.0,23.3259,0.0326,20.7144,0.0426,20.2109,0.1709,SVA1_COADD-2940557104,52.656167,-28.270363,23.530567,22.422876,21.562263,21.265417,0.2548,0.0791,0.0381,0.0129,2940557104,2940557104,0078-01700                    ,52.65617,-28.2704,0.6764183,-9.999,4.0,PRIMUS              ,-                             ,-9,-9,4
CI1370  ,ATLAS3_J033038.4-275750C,03:30:38.44,-27:57:50.3,52.660147,-27.963972,0.49,1.04,0.016,1.05,1.475,0.202,0.02,0.202,0.02,0.202,0.02,0.21,0.021,0.21,0.021,0.21,0.021,-999.0,-999.0,P,-0.539,0.954,CDFS    ,CI1370*SWIRE3_J033038.45-275749.7*m1*C0  ,-----------------------------------------------------,1,1,1,CI1370  ,SWIRE3_J033038.45-275749.7,320953,SWIRE3_J033038.45-275749.7,52.66024,-27.96383,0.0112,0.0094,33,147.88,1.26,201.39,1.33,0.03,CA3,2,138.25,1.41,179.66,1.64,0.03,CA3,2,105.51,3.88,109.83,3.85,0.0,CA0,0,295.85,4.45,340.69,6.28,0.08,CA0,0,1433.17,16.8,1164.75,20.72,0.72,CA0,0,-999.0,-999.0,-999.0,-999.0,20.555,0.0305,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,22.0394,0.0449,21.7982,0.014,19.8789,0.0312,0.0,0.0,SVA1_COADD-2940141347,52.660074,-27.963781,22.190578,21.021265,20.53998,20.113403,0.0053,0.0019,0.0015,0.0011,2940141347,2940141347,SWIRE3_J033038.45-275749.7    ,52.66025,-27.963833333333334,0.452,-9.999,-2.0,ATLAS               ,-                             ,-9,-9,2
CI1371  ,ATLAS3_J033038.4-284442C,03:30:38.45,-28:44:42.2,52.660206,-28.745069,0.48,1.03,0.019,1.04,1.487,0.236,0.023,0.325,0.025,0.325,0.025,0.246,0.024,0.339,0.026,0.339,0.026,6.5,1.5,E,-1.096,1.19,CDFS    ,CI1371*SWIRE3_J033038.50-284435.4*m1*C0  ,deblend MAJOR                                        ,4,1,1,CI1371  ,SWIRE3_J033038.50-284435.4,284661,SWIRE3_J033038.50-284435.4,52.66042,-28.74319,0.0076,0.00896,32,205.96,1.45,239.85,1.38,0.03,CA2,2,166.97,1.65,190.64,1.73,0.06,CA0,2,226.07,4.77,232.94,6.27,0.03,CA0,0,429.39,5.04,378.03,6.01,0.96,CA0,0,2609.25,22.87,2562.8,35.43,0.96,CA2,-1,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,SVA1_COADD-2940490940,52.660523,-28.743365,22.973045,21.34169,20.42049,20.031723,0.0103,0.0025,0.0014,0.001,2940490940,2940490940,SWIRE3_J033038.50-284435.4    ,52.66041666666666,-28.743194444444445,0.6115,-9.999,-2.0,ATLAS               ,-                             ,-9,-9,2
