ID_ATLAS,name_ATLAS,RA_ATLAS,Dec_ATLAS,RA_deg_ATLAS,Dec_deg_ATLAS,RA_err_ATLAS,Dec_err_ATLAS,rms,BWS,Obs_freq,Sp,Sp_err,S,S_err,Scom,Scom_err,Sp2,Sp2_err,S2,S2_err,S2com,S2com_err,Deconv,Deconv_err,class,Sindex,Sindex_err,field,xid_tag,xid_comment,xid_flag,ncomps,core,rhost,ihost,cntr_SWIRE,object_SWIRE,ra_SWIRE,dec_SWIRE,unc_ra_SWIRE,unc_dec_SWIRE,tile,flux_ap2_36,uncf_ap2_36,flux_kr_36,uncf_kr_36,stell_36,flgs_36,ext_fl_36,flux_ap2_45,uncf_ap2_45,flux_kr_45,uncf_kr_45,stell_45,flgs_45,ext_fl_45,flux_ap2_58,uncf_ap2_58,flux_kr_58,uncf_kr_58,stell_58,flgs_58,ext_fl_58,flux_ap2_80,uncf_ap2_80,flux_kr_80,uncf_kr_80,stell_80,flgs_80,ext_fl_80,flux_ap2_24,uncf_ap2_24,flux_kr_24,uncf_kr_24,stell_24,flgs_24,ext_fl_24,ap_m_b,msig_b,ap_m_v,msig_v,ap_m_r,msig_r,kr_m_b,kr_m_v,kr_m_r,stell_b,stell_v,stell_r,ap_m_u,msig_u,ap_m_g,msig_g,ap_m_i,msig_i,ap_m_z,msig_z,ID_phot,RA_phot,DEC_phot,MAG_APER_4_G,MAG_APER_4_R,MAG_APER_4_I,MAG_APER_4_Z,MAGERR_APER_4_G,MAGERR_APER_4_R,MAGERR_APER_4_I,MAGERR_APER_4_Z,COADD_OBJECT_ID,coadd_final,ID_GRC,RA_GRC,DEC_GRC,z,z_Err,flag,source,comments,totobs,totexp,jflag
EI0412  ,ATLAS3_J003216.6-430710C,00:32:16.60,-43:07:10.1,8.069175,-43.119479,1.02,1.58,0.019,1.03,1.486,0.105,0.02,0.105,0.02,0.105,0.02,0.109,0.021,0.109,0.021,0.109,0.021,-999.0,-999.0,P,-999.0,-999.0,ELAIS-S1,EI0412*SWIRE3_J003216.58-430709.0*m1*C0  ,-----------------------------------------------------,1,1,1,EI0412  ,SWIRE3_J003216.58-430709.0,248608,SWIRE3_J003216.58-430709.0,8.06912,-43.11917,0.0106,0.0107,23,95.45,0.99,99.63,1.01,0.8,CA3,0,95.17,1.48,99.38,1.67,0.89,CA2,0,64.25,3.92,53.09,4.68,0.07,CA0,0,217.47,5.32,239.8,8.29,0.48,CA0,0,833.25,32.93,822.14,37.48,0.58,CA0,0,21.965,0.005,21.117,0.005,20.365,0.003,21.605,20.736,19.959,0.07,0.06,0.12,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,SVA1_COADD-2971190942,8.069042,-43.119204,21.706604,20.746752,20.39019,20.065973,0.0063,0.0025,0.0028,0.0028,2971190942,2971190942,SVA1_COADD-2971190942         ,8.06904166666667,-43.1191944444444,0.4435,-9.999,4.0,DES_AAOmega         ,//                            ,2,4800,4
EI0417  ,ATLAS3_J003217.2-434203C,00:32:17.27,-43:42:03.8,8.071951,-43.701043,0.88,1.36,0.021,1.04,1.457,0.141,0.023,0.141,0.023,0.141,0.023,0.145,0.024,0.145,0.024,0.145,0.024,-999.0,-999.0,P,-999.0,-999.0,ELAIS-S1,EI0417*SWIRE3_J003217.40-434207.5*m1*C0  ,-----------------------------------------------------,1,1,1,EI0417  ,SWIRE3_J003217.40-434207.5,261696,SWIRE3_J003217.40-434207.5,8.07253,-43.70211,0.00979,0.0104,23,109.83,1.25,105.07,1.17,0.93,CA0,0,78.43,1.25,76.27,1.27,0.91,CA0,0,112.18,5.8,97.07,6.38,0.42,CA0,0,102.73,4.59,84.43,5.64,0.47,CA0,0,912.41,26.71,649.15,28.2,0.63,CA0,0,23.159,0.016,21.818,0.013,20.686,0.005,22.779,21.477,20.314,0.21,0.39,0.61,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,SVA1_COADD-2971121202,8.072457,-43.702128,22.490677,20.868809,20.242983,19.989395,0.0129,0.0028,0.0026,0.0026,2971121202,2971121202,SVA1_COADD-2971121202         ,8.07245833333333,-43.7021388888889,0.55217,-9.999,4.0,DES_AAOmega         ,                              ,4,9600,4
EI0419  ,ATLAS3_J003217.7-430057C,00:32:17.71,-43:00:57.8,8.073784,-43.016058,0.59,0.92,0.024,1.04,1.476,0.244,0.028,0.244,0.028,0.244,0.028,0.253,0.029,0.253,0.029,0.253,0.029,-999.0,-999.0,P,0.071,1.122,ELAIS-S1,EI0419*SWIRE3_J003217.70-430058.1*m1*C0  ,-----------------------------------------------------,1,1,1,EI0419  ,SWIRE3_J003217.70-430058.1,245782,SWIRE3_J003217.70-430058.1,8.07376,-43.01616,0.0128,0.0127,23,178.57,1.73,305.37,2.28,0.03,EK2,2,143.45,1.62,244.03,2.45,0.03,CA0,2,93.71,5.27,147.07,8.55,0.01,CA0,0,102.83,4.41,153.34,7.8,0.0,CA0,0,-999.0,-999.0,-999.0,-999.0,-999.0,---,-999,22.595,0.007,21.107,0.005,19.988,0.002,21.168,19.727,18.701,0.02,0.03,0.03,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,SVA1_COADD-2971202863,8.073687,-43.016137,22.196226,20.481092,19.859608,19.551405,99.0,0.0037,0.003,0.0054,2971202863,2971202863,S1208                         ,8.073791666666667,-43.01618888888889,0.3692,-9.999,-2.0,ATLAS               ,-                             ,-9,-9,2
EI0427  ,ATLAS3_J003220.2-432730C,00:32:20.22,-43:27:30.6,8.08426,-43.458505,0.77,1.19,0.016,1.04,1.473,0.122,0.018,0.122,0.018,0.122,0.018,0.127,0.019,0.127,0.019,0.127,0.019,-999.0,-999.0,P,-999.0,-999.0,ELAIS-S1,EI0427*SWIRE3_J003220.20-432730.5*m1*C0  ,-----------------------------------------------------,1,1,1,EI0427  ,SWIRE3_J003220.20-432730.5,256131,SWIRE3_J003220.20-432730.5,8.08418,-43.45848,0.00904,0.00914,23,143.53,1.61,146.24,1.55,0.94,CA3,0,105.9,1.4,104.71,1.5,0.84,CA3,0,98.76,5.43,114.95,8.51,0.03,CA0,0,129.41,4.79,148.53,7.41,0.68,CA0,0,785.75,32.12,677.13,32.98,0.55,CA0,0,23.222,0.019,22.514,0.022,21.7,0.012,22.943,22.256,21.316,0.72,0.82,0.62,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,SVA1_COADD-2971148263,8.084081,-43.458516,22.980225,22.022243,21.062458,20.53249,0.02,0.0079,0.0052,0.0044,2971148263,2971148263,SVA1_COADD-2971148263         ,8.08408333333333,-43.4585277777778,0.85965,-9.999,4.0,DES_AAOmega         ,                              ,11,26400,4
EI0428  ,ATLAS3_J003220.3-433055C,00:32:20.38,-43:30:55.4,8.084904,-43.515382,0.34,0.53,0.017,1.04,1.47,0.324,0.024,0.324,0.024,0.324,0.024,0.335,0.025,0.335,0.025,0.335,0.025,-999.0,-999.0,P,0.159,0.7,ELAIS-S1,EI0428*SWIRE3_J003220.40-433053.2*m1*C0  ,-----------------------------------------------------,1,1,1,EI0428  ,SWIRE3_J003220.40-433053.2,257301,SWIRE3_J003220.40-433053.2,8.08501,-43.5148,0.00958,0.01,23,238.61,1.59,381.23,1.87,0.03,EK3,2,194.17,1.85,313.25,2.57,0.03,CA3,2,121.96,5.07,165.19,8.8,0.0,CA0,0,74.26,4.57,132.89,6.76,0.38,CA2,0,-999.0,-999.0,-999.0,-999.0,-999.0,---,-999,21.729,0.005,20.14,0.003,19.294,0.002,20.662,19.036,18.12,0.03,0.03,0.03,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,SVA1_COADD-2971143312,8.084884,-43.514829,22.753805,19.592958,19.167372,18.859985,0.0247,0.002,0.0026,0.0027,2971143312,2971143312,S823                          ,8.085,-43.51483055555556,0.2604,-9.999,-2.0,ATLAS               ,-                             ,-9,-9,2
EI0440  ,ATLAS3_J003225.8-432733C,00:32:25.86,-43:27:33.7,8.107751,-43.459357,0.64,0.99,0.016,1.04,1.474,0.148,0.018,0.148,0.018,0.148,0.018,0.154,0.019,0.154,0.019,0.154,0.019,-999.0,-999.0,P,-999.0,-999.0,ELAIS-S1,EI0440*SWIRE3_J003225.86-432733.5*m1*C0  ,-----------------------------------------------------,1,1,1,EI0440  ,SWIRE3_J003225.86-432733.5,255466,SWIRE3_J003225.86-432733.5,8.10777,-43.45933,0.0085,0.00788,23,144.94,1.4,148.24,1.33,0.79,CA0,1,155.62,1.62,146.93,1.55,0.98,CA0,0,168.78,5.1,142.11,5.02,0.68,CA0,0,287.71,5.0,227.43,5.48,0.94,CA0,0,1796.95,30.85,1367.88,36.04,0.93,CA0,0,23.706,0.03,22.918,0.036,21.957,0.016,23.483,22.646,21.624,0.27,0.66,0.4,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,SVA1_COADD-2971148188,8.107774,-43.459361,23.425184,22.298262,21.355644,20.832947,0.0297,0.0098,0.0068,0.0058,2971148188,2971148188,SVA1_COADD-2971148188         ,8.10779166666667,-43.4593611111111,0.86215,-9.999,4.0,DES_AAOmega         ,                              ,6,14400,4
EI0446  ,ATLAS3_J003227.2-431217C,00:32:27.25,-43:12:17.4,8.113533,-43.204836,0.88,1.36,0.017,1.03,1.485,0.111,0.018,0.111,0.018,0.111,0.018,0.116,0.019,0.116,0.019,0.116,0.019,-999.0,-999.0,P,-999.0,-999.0,ELAIS-S1,EI0446*SWIRE3_J003227.34-431216.6*m1*C0  ,-----------------------------------------------------,1,1,1,EI0446  ,SWIRE3_J003227.34-431216.6,249337,SWIRE3_J003227.34-431216.6,8.11395,-43.20462,0.00864,0.00968,23,371.13,2.23,611.46,2.71,0.03,EK3,2,293.48,2.26,451.54,2.85,0.03,CA2,2,190.85,5.37,265.09,8.74,0.02,CA0,0,325.1,5.14,454.66,9.88,0.1,CA2,0,481.69,25.76,432.62,28.4,0.46,CA3,0,21.579,0.003,19.996,0.002,19.156,0.001,19.905,18.506,17.786,0.03,0.03,0.03,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,SVA1_COADD-2971180294,8.113832,-43.204642,20.964733,19.556522,19.002953,18.648708,0.0034,0.001,0.0009,0.0009,2971180294,2971180294,SVA1_COADD-2971180294         ,8.11383333333333,-43.2046388888889,0.22536,-9.999,4.0,DES_AAOmega         ,//                            ,3,7200,4
EI0450  ,ATLAS3_J003229.0-434405C,00:32:29.08,-43:44:05.6,8.121177,-43.734889,0.7,1.08,0.02,1.05,1.458,0.166,0.022,0.166,0.022,0.166,0.022,0.17,0.023,0.17,0.023,0.17,0.023,-999.0,-999.0,P,-999.0,-999.0,ELAIS-S1,EI0450*SWIRE3_J003229.13-434406.2*m1*C0  ,-----------------------------------------------------,1,1,1,EI0450  ,SWIRE3_J003229.13-434406.2,261090,SWIRE3_J003229.13-434406.2,8.12139,-43.73506,0.00878,0.0085,23,136.77,1.62,145.37,1.56,0.15,CA0,0,146.85,1.64,150.34,1.68,0.05,CA0,0,93.11,5.22,95.43,7.4,0.0,CA0,0,325.8,5.54,373.1,8.93,0.34,CA0,0,863.99,31.07,639.7,32.17,0.61,CA0,0,21.012,0.004,20.263,0.004,19.756,0.002,20.42,19.626,19.086,0.03,0.03,0.03,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,SVA1_COADD-2971117865,8.121296,-43.73507,20.778763,19.97779,19.700886,19.380548,0.0033,0.0014,0.0017,0.0016,2971117865,2971117865,SWIRE3 J003229.13-434406.2    ,8.121374999999999,-43.73505555555555,0.35209,-9.999,-2.0,ATLAS               ,-                             ,-9,-9,2
EI0455  ,ATLAS3_J003229.8-431351C,00:32:29.84,-43:13:51.8,8.124341,-43.231052,0.65,1.01,0.017,1.03,1.483,0.154,0.019,0.154,0.019,0.154,0.019,0.16,0.02,0.16,0.02,0.16,0.02,-999.0,-999.0,P,-999.0,-999.0,ELAIS-S1,EI0455*SWIRE3_J003229.83-431351.5*m1*C0  ,-----------------------------------------------------,2,1,1,EI0455  ,SWIRE3_J003229.83-431351.5,249670,SWIRE3_J003229.83-431351.5,8.1243,-43.23098,0.0118,0.0119,23,71.03,0.99,61.33,0.84,0.98,CA3,0,70.78,0.97,75.8,1.12,0.9,CA3,0,50.05,4.4,66.9,5.31,0.23,CA3,0,135.71,3.61,140.2,5.32,0.22,CA3,0,939.3,30.51,867.47,36.32,0.56,CA0,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,SVA1_COADD-2971175179,8.124196,-43.230954,23.804153,22.797253,21.994785,21.352182,0.0375,0.0141,0.0113,0.0089,2971175179,2971175179,SVA1_COADD-2971175179         ,8.12420833333333,-43.2309444444444,0.22397,-9.999,4.0,DES_AAOmega         ,                              ,10,24000,4
EI0457  ,ATLAS3_J003230.0-425551C,00:32:30.03,-42:55:51.3,8.125104,-42.930925,0.7,1.08,0.034,1.05,1.456,0.286,0.038,0.286,0.038,0.286,0.038,0.294,0.039,0.294,0.039,0.294,0.039,-999.0,-999.0,P,-999.0,-999.0,ELAIS-S1,EI0457*SWIRE3_J003230.00-425550.3*m1*C0  ,-----------------------------------------------------,1,1,1,EI0457  ,SWIRE3_J003230.00-425550.3,242237,SWIRE3_J003230.00-425550.3,8.12503,-42.93065,0.00443,0.00428,23,466.5,2.39,464.86,2.13,0.98,CA3,-1,682.68,3.51,646.3,2.99,0.98,CA3,-1,940.39,8.73,950.12,8.79,0.41,CA3,1,1285.49,7.72,1209.1,9.06,0.91,CA2,-1,2604.13,32.2,2127.58,38.54,0.94,CA0,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,SVA1_COADD-2971211756,8.124954,-42.930654,20.331802,19.583956,18.92527,19.154392,0.0027,0.0011,0.0009,0.0014,2971211756,2971211756,DES13E1bw                     ,8.12491666666667,-42.9306388888889,0.22218,-9.999,4.0,DES_AAOmega         ,                              ,12,28800,4
EI0458  ,ATLAS3_J003230.2-431540C,00:32:30.28,-43:15:40.0,8.126187,-43.26112,0.85,1.32,0.017,1.03,1.482,0.116,0.019,0.116,0.019,0.116,0.019,0.121,0.019,0.121,0.019,0.121,0.019,-999.0,-999.0,P,-999.0,-999.0,ELAIS-S1,EI0458*SWIRE3_J003230.21-431538.4*m1*C0  ,-----------------------------------------------------,1,1,1,EI0458  ,SWIRE3_J003230.21-431538.4,250313,SWIRE3_J003230.21-431538.4,8.12589,-43.26067,0.0135,0.0104,23,125.4,1.4,154.51,1.5,0.12,CA0,1,88.78,1.47,108.74,1.95,0.03,CA0,0,81.98,4.57,77.63,5.32,0.0,CA0,0,106.54,4.89,85.51,4.85,0.3,CA0,0,689.7,28.29,732.06,36.43,0.02,CA0,0,22.497,0.008,21.735,0.009,20.775,0.004,21.3,20.835,19.93,0.01,0.01,0.03,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,SVA1_COADD-2971171760,8.125826,-43.260642,22.302948,21.206148,20.644596,20.355104,0.0101,0.0037,0.0035,0.0037,2971171760,2971171760,S1045                         ,8.125875,-43.260669444444446,0.587,-9.999,-2.0,ATLAS               ,-                             ,-9,-9,2
EI0462  ,ATLAS3_J003230.5-435524C,00:32:30.55,-43:55:24.8,8.127291,-43.923542,1.07,1.66,0.018,1.05,1.461,0.099,0.02,0.099,0.02,0.099,0.02,0.102,0.02,0.102,0.02,0.102,0.02,-999.0,-999.0,P,-999.0,-999.0,ELAIS-S1,EI0462*SWIRE3_J003230.60-435525.3*m1*C0  ,-----------------------------------------------------,1,1,1,EI0462  ,SWIRE3_J003230.60-435525.3,329415,SWIRE3_J003230.60-435525.3,8.12753,-43.92372,0.00994,0.00943,32,118.89,1.54,118.4,1.49,0.53,CA2,0,99.43,1.38,98.24,1.6,0.47,CA0,0,68.43,5.79,61.03,6.16,0.62,CA0,0,167.9,4.82,162.52,6.95,0.67,CA0,0,670.7,26.3,444.06,26.31,0.53,CA0,0,22.228,0.009,21.514,0.009,20.58,0.004,21.784,21.0,19.986,0.05,0.02,0.03,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,SVA1_COADD-2970317681,8.127442,-43.923714,22.02374,20.81927,20.415356,20.06384,0.0056,0.0018,0.0022,0.0021,2970317681,2970317681,SVA1_COADD-2970317681         ,8.12745833333333,-43.9237222222222,0.49058,-9.999,4.0,DES_AAOmega         ,//                            ,12,28800,4
EI0463  ,ATLAS3_J003230.7-425845C,00:32:30.76,-42:58:45.5,8.128181,-42.979314,0.16,0.25,0.028,1.04,1.468,25.434,1.297,25.434,1.297,25.434,1.297,26.484,1.357,26.484,1.357,26.484,1.357,-999.0,-999.0,P,-0.853,0.101,ELAIS-S1,EI0463*SWIRE3_J003230.81-425846.2*m1*C0  ,-----------------------------------------------------,1,1,1,EI0463  ,SWIRE3_J003230.81-425846.2,243313,SWIRE3_J003230.81-425846.2,8.12839,-42.9795,0.0114,0.0138,23,89.34,1.14,109.67,1.25,0.07,CA0,0,65.16,1.19,78.25,1.53,0.13,CA0,0,65.8,4.62,87.88,6.28,0.17,CA2,0,59.73,4.49,47.66,4.82,0.35,CA0,0,443.83,26.14,436.85,31.97,0.36,CA0,0,24.544,0.049,23.673,0.048,22.571,0.02,24.128,23.503,22.203,0.02,0.68,0.14,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,SVA1_COADD-2971205283,8.128169,-42.979431,24.375854,23.071959,22.038713,21.238474,0.0655,0.0191,0.0122,0.0085,2971205283,2971205283,SVA1_COADD-2971205283         ,8.12816666666667,-42.9794444444444,0.93306,-9.999,3.0,DES_AAOmega         ,acr 10 0.93406 3 {} | CLi 12 0,8,17400,2
EI0465  ,ATLAS3_J003231.3-433511C,00:32:31.34,-43:35:11.4,8.130591,-43.586502,0.21,0.32,0.017,1.05,1.468,0.755,0.042,0.755,0.042,0.755,0.042,0.781,0.044,0.781,0.044,0.781,0.044,-999.0,-999.0,P,-0.929,0.318,ELAIS-S1,EI0465*SWIRE3_J003231.38-433511.6*m1*C0  ,-----------------------------------------------------,1,1,1,EI0465  ,SWIRE3_J003231.38-433511.6,257607,SWIRE3_J003231.38-433511.6,8.13077,-43.58657,0.00799,0.0067,23,236.18,1.55,245.49,1.48,0.87,CA0,-1,258.91,1.76,263.24,1.75,0.93,CA0,-1,326.15,6.06,283.12,6.18,0.74,CA0,0,385.42,4.54,328.89,5.77,0.95,CA0,0,1842.67,32.17,1473.19,37.67,0.9,CA0,0,20.705,0.003,20.563,0.004,20.234,0.003,20.53,20.391,20.005,0.98,0.98,0.98,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,SVA1_COADD-2971134055,8.130774,-43.586586,20.47404,20.346724,20.074717,19.964804,0.0024,0.0018,0.0021,0.0026,2971134055,2971134055,S748                          ,8.13075,-43.58658888888889,0.6781,-9.999,-2.0,ATLAS               ,-                             ,-9,-9,2
EI0473  ,ATLAS3_J003233.0-435900C,00:32:33.09,-43:59:00.5,8.137894,-43.983459,0.99,1.53,0.018,1.04,1.463,0.107,0.02,0.107,0.02,0.107,0.02,0.111,0.02,0.111,0.02,0.111,0.02,-999.0,-999.0,P,-999.0,-999.0,ELAIS-S1,EI0473*SWIRE3_J003233.11-435857.4*m1*C0  ,-----------------------------------------------------,1,1,1,EI0473  ,SWIRE3_J003233.11-435857.4,330447,SWIRE3_J003233.11-435857.4,8.13797,-43.98262,0.0105,0.0117,32,85.5,1.07,86.38,1.11,0.92,CA0,0,92.38,1.33,83.08,1.41,0.96,CA0,0,79.61,4.33,99.83,6.43,0.61,CA0,0,240.64,5.01,232.98,6.98,0.85,CA0,0,687.21,31.97,390.85,22.48,0.47,CA0,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,SVA1_COADD-2970313180,8.137858,-43.982586,23.136621,21.615934,21.055702,20.578241,0.028,0.0062,0.006,0.0044,2970313180,2970313180,SVA1_COADD-2970313180         ,8.137875,-43.9825833333333,0.41881,-9.999,4.0,DES_AAOmega         ,CLi 8 0.41881 4 {} | AKi 8 0.4,7,14400,4
EI0476  ,ATLAS3_J003233.7-434448C,00:32:33.72,-43:44:48.4,8.14048,-43.746766,1.07,1.65,0.019,1.05,1.459,0.102,0.02,0.252,0.023,0.252,0.023,0.105,0.021,0.259,0.023,0.259,0.023,11.7,2.1,E,-999.0,-999.0,ELAIS-S1,EI0476*SWIRE3_J003233.59-434450.7*m1*C0  ,-----------------------------------------------------,4,1,1,EI0476  ,SWIRE3_J003233.59-434450.7,260849,SWIRE3_J003233.59-434450.7,8.13997,-43.74743,0.0124,0.0152,23,63.31,1.01,70.74,1.13,0.03,CA0,0,49.73,1.1,48.0,1.19,0.03,CA0,0,48.51,4.31,30.9,3.96,0.09,CA0,0,178.33,4.77,207.97,7.76,0.02,CA0,0,-999.0,-999.0,-999.0,-999.0,-999.0,---,-999,20.707,0.003,20.202,0.004,19.884,0.003,19.953,19.452,19.116,0.03,0.03,0.03,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,SVA1_COADD-2971116085,8.139842,-43.747436,20.56545,20.135384,19.93212,19.874601,0.0029,0.0016,0.002,0.0024,2971116085,2971116085,0092-01522                    ,8.13994,-43.74743,0.18051107,-9.999,4.0,PRIMUS              ,-                             ,-9,-9,4
EI0483  ,ATLAS3_J003234.8-440128C,00:32:34.81,-44:01:28.7,8.145048,-44.02465,1.1,1.69,0.018,1.04,1.464,0.094,0.019,0.094,0.019,0.094,0.019,0.097,0.02,0.097,0.02,0.097,0.02,-999.0,-999.0,P,-999.0,-999.0,ELAIS-S1,EI0483*SWIRE3_J003234.80-440128.9*m1*C0  ,-----------------------------------------------------,1,1,1,EI0483  ,SWIRE3_J003234.80-440128.9,331168,SWIRE3_J003234.80-440128.9,8.14502,-44.0247,0.0119,0.012,32,85.72,1.11,96.74,1.19,0.03,CA0,0,82.13,1.64,92.54,1.83,0.01,CA0,0,48.42,4.41,46.11,4.54,0.04,CA0,0,169.84,5.95,175.05,8.77,0.22,CA0,0,-99.0,-99.0,-99.0,-99.0,-9.0,---,-99,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,SVA1_COADD-2970312207,8.144872,-44.024674,21.925682,20.869688,20.522,20.198893,0.0079,0.0034,0.0038,0.0036,2970312207,2970312207,SVA1_COADD-2970312207         ,8.144875,-44.0246666666667,0.37292,-9.999,4.0,DES_AAOmega         ,CLi 8 0.37292 4 {Contaminated ,7,14400,4
EI0487  ,ATLAS3_J003236.5-435656C,00:32:36.52,-43:56:56.1,8.152158,-43.948904,0.25,0.39,0.018,1.04,1.462,0.55,0.034,0.55,0.034,0.55,0.034,0.567,0.035,0.567,0.035,0.567,0.035,-999.0,-999.0,P,-0.56,0.451,ELAIS-S1,EI0487*SWIRE3_J003236.51-435655.5*m1*C0  ,-----------------------------------------------------,1,1,1,EI0487  ,SWIRE3_J003236.51-435655.5,329274,SWIRE3_J003236.51-435655.5,8.15213,-43.94877,0.0132,0.0144,32,98.83,1.16,126.62,1.45,0.59,CA3,1,65.05,1.2,75.74,1.59,0.31,CA3,0,51.77,4.55,54.89,4.62,0.21,CA0,0,35.77,4.5,25.82,3.88,0.15,CA0,0,-999.0,-999.0,-999.0,-999.0,-999.0,---,-999,-99.0,-99.0,23.838,0.077,22.509,0.023,-99.0,23.568,21.792,99.99,0.48,0.28,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,SVA1_COADD-2970315731,8.152068,-43.948749,25.025684,22.877718,21.617863,20.994293,0.0832,0.0121,0.0063,0.0048,2970315731,2970315731,SVA1_COADD-2970315731         ,8.15208333333333,-43.94875,0.83265,-9.999,3.0,DES_AAOmega         ,                              ,9,21600,2
EI0494  ,ATLAS3_J003238.0-430419C,00:32:38.06,-43:04:19.9,8.158565,-43.072184,1.04,1.6,0.021,1.04,1.48,0.114,0.022,0.114,0.022,0.114,0.022,0.119,0.023,0.119,0.023,0.119,0.023,-999.0,-999.0,P,-999.0,-999.0,ELAIS-S1,EI0494*SWIRE3_J003238.17-430421.2*m1*C0  ,-----------------------------------------------------,2,1,1,EI0494  ,SWIRE3_J003238.17-430421.2,244570,SWIRE3_J003238.17-430421.2,8.15907,-43.07257,0.0108,0.00943,23,152.92,1.47,195.21,1.55,0.03,CA2,2,145.86,1.99,178.45,2.37,0.03,CA2,2,105.75,4.71,133.96,7.29,0.0,CA0,0,275.13,6.18,297.15,8.8,0.01,CA0,0,689.23,30.61,496.29,28.7,0.08,CA0,0,22.826,0.009,21.524,0.007,20.599,0.003,21.628,20.39,19.536,0.0,0.01,0.03,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,SVA1_COADD-2971196063,8.158975,-43.072568,22.449745,21.062004,20.493252,20.097994,0.0121,0.0033,0.0031,0.0029,2971196063,2971196063,SVA1_COADD-2971196063         ,8.15895833333333,-43.0725555555556,0.39471,-9.999,4.0,DES_AAOmega         ,CLi 8 0.39471 4 {} | AKi 8 0.3,4,7200,4
EI0498  ,ATLAS3_J003238.3-434014C,00:32:38.35,-43:40:14.1,8.159792,-43.670579,0.88,1.36,0.018,1.05,1.464,0.118,0.02,0.118,0.02,0.118,0.02,0.121,0.02,0.121,0.02,0.121,0.02,-999.0,-999.0,P,-999.0,-999.0,ELAIS-S1,EI0498*SWIRE3_J003238.35-434013.0*m1*C0  ,-----------------------------------------------------,1,1,1,EI0498  ,SWIRE3_J003238.35-434013.0,258611,SWIRE3_J003238.35-434013.0,8.1598,-43.6703,0.00986,0.00806,23,182.04,1.89,211.17,1.94,0.07,CA0,2,148.05,1.78,172.69,2.07,0.06,CA0,0,119.96,6.27,77.63,8.84,0.01,CA0,0,173.34,4.98,234.27,8.69,0.03,CA0,0,-99.0,-99.0,-99.0,-99.0,-9.0,---,-99,23.989,0.033,22.488,0.022,21.354,0.009,22.753,21.232,20.224,0.0,0.0,0.01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,SVA1_COADD-2971124624,8.159761,-43.670327,23.662104,21.585289,20.799107,20.574219,0.3587,0.0105,0.0131,0.0509,2971124624,2971124624,0092-00599                    ,8.15979,-43.6703,0.39317274,-9.999,4.0,PRIMUS              ,-                             ,-9,-9,4
