ID_ATLAS,name_ATLAS,RA_ATLAS,Dec_ATLAS,RA_deg_ATLAS,Dec_deg_ATLAS,RA_err_ATLAS,Dec_err_ATLAS,rms,BWS,Obs_freq,Sp,Sp_err,S,S_err,Scom,Scom_err,Sp2,Sp2_err,S2,S2_err,S2com,S2com_err,Deconv,Deconv_err,class,Sindex,Sindex_err,field,xid_tag,xid_comment,xid_flag,ncomps,core,rhost,ihost,cntr_SWIRE,object_SWIRE,ra_SWIRE,dec_SWIRE,unc_ra_SWIRE,unc_dec_SWIRE,tile,flux_ap2_36,uncf_ap2_36,flux_kr_36,uncf_kr_36,stell_36,flgs_36,ext_fl_36,flux_ap2_45,uncf_ap2_45,flux_kr_45,uncf_kr_45,stell_45,flgs_45,ext_fl_45,flux_ap2_58,uncf_ap2_58,flux_kr_58,uncf_kr_58,stell_58,flgs_58,ext_fl_58,flux_ap2_80,uncf_ap2_80,flux_kr_80,uncf_kr_80,stell_80,flgs_80,ext_fl_80,flux_ap2_24,uncf_ap2_24,flux_kr_24,uncf_kr_24,stell_24,flgs_24,ext_fl_24,ap_m_b,msig_b,ap_m_v,msig_v,ap_m_r,msig_r,kr_m_b,kr_m_v,kr_m_r,stell_b,stell_v,stell_r,ap_m_u,msig_u,ap_m_g,msig_g,ap_m_i,msig_i,ap_m_z,msig_z,ID_phot,RA_phot,DEC_phot,MAG_APER_4_G,MAG_APER_4_R,MAG_APER_4_I,MAG_APER_4_Z,MAGERR_APER_4_G,MAGERR_APER_4_R,MAGERR_APER_4_I,MAGERR_APER_4_Z,COADD_OBJECT_ID,coadd_final,ID_GRC,RA_GRC,DEC_GRC,z,z_Err,flag,source,comments,totobs,totexp,jflag
EI0952  ,ATLAS3_J003419.7-430900C,00:34:19.73,-43:09:00.1,8.582207,-43.150018,0.23,0.36,0.018,1.04,1.481,0.615,0.036,0.615,0.036,0.615,0.036,0.639,0.038,0.639,0.038,0.639,0.038,-999.0,-999.0,P,-0.798,0.383,ELAIS-S1,EI0952*SWIRE3_J003419.68-430859.3*m1*C0  ,-----------------------------------------------------,1,1,1,EI0952  ,SWIRE3_J003419.68-430859.3,234028,SWIRE3_J003419.68-430859.3,8.582,-43.14981,0.011,0.0105,23,201.48,2.02,300.77,2.4,0.04,CA3,2,139.84,1.96,209.35,2.95,0.03,CA3,2,99.42,6.09,119.57,10.24,0.0,CA2,0,90.08,5.52,83.3,6.22,0.53,CA0,0,-999.0,-999.0,-999.0,-999.0,-999.0,---,-999,23.835,0.023,22.499,0.017,21.259,0.006,22.664,21.421,20.243,0.11,0.04,0.03,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,SVA1_COADD-2971188412,8.581903,-43.149784,23.410892,21.661411,20.818954,20.365906,0.0278,0.0057,0.0043,0.0038,2971188412,2971188412,0094-01656                    ,8.582,-43.14979,0.57028615,-9.999,4.0,PRIMUS              ,-                             ,-9,-9,4
EI0953  ,ATLAS3_J003420.0-442835C,00:34:20.01,-44:28:35.7,8.583362,-44.476586,0.35,0.55,0.025,1.05,1.466,0.449,0.034,0.449,0.034,0.449,0.034,0.464,0.036,0.464,0.036,0.464,0.036,-999.0,-999.0,P,-0.411,0.713,ELAIS-S1,EI0953*SWIRE3_J003420.03-442835.2*m1*C0  ,-----------------------------------------------------,1,1,1,EI0953  ,SWIRE3_J003420.03-442835.2,329022,SWIRE3_J003420.03-442835.2,8.58347,-44.47645,0.0111,0.00886,32,126.22,1.62,146.95,1.7,0.04,CA3,2,121.7,1.88,143.6,2.32,0.04,CA2,0,123.46,6.1,150.5,9.73,0.0,CA0,0,211.45,6.07,204.15,8.62,0.39,CA0,0,645.23,31.46,444.44,29.61,0.51,CA0,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,SVA1_COADD-2970652454,8.583449,-44.476279,23.517979,21.830627,21.223814,20.759758,0.0316,0.0084,0.0069,0.0065,2970652454,2970652454,SVA1_COADD-2970652454         ,8.58345833333333,-44.4762777777778,0.41593,-9.999,4.0,DES_AAOmega         ,                              ,6,14400,4
EI0958  ,ATLAS3_J003420.8-442403C,00:34:20.88,-44:24:03.1,8.587003,-44.400851,0.19,0.3,0.021,1.04,1.474,1.099,0.06,1.412,0.074,1.412,0.074,1.14,0.062,1.464,0.076,1.464,0.076,5.1,0.9,E,-0.804,0.419,ELAIS-S1,EI0958*SWIRE3_J003421.02-442405.0*m1*C0  ,-----------------------------------------------------,1,1,1,EI0958  ,SWIRE3_J003421.02-442405.0,223903,SWIRE3_J003421.02-442405.0,8.58759,-44.40139,0.0118,0.0103,22,135.54,1.37,158.85,1.49,0.34,CA3,1,118.8,1.49,130.1,1.77,0.22,CA0,0,80.13,4.69,85.06,6.49,0.0,CA0,0,51.17,4.51,46.36,4.96,0.05,CA0,0,-999.0,-999.0,-999.0,-999.0,-999.0,---,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,SVA1_COADD-2970659169,8.587491,-44.401377,21.903711,20.348213,19.836498,19.496214,0.0078,0.0023,0.002,0.0019,2970659169,2970659169,S102                          ,8.587583333333333,-44.401377777777775,0.3259,-9.999,-2.0,ATLAS               ,-                             ,-9,-9,2
EI0960  ,ATLAS3_J003420.9-430814C,00:34:20.96,-43:08:14.3,8.587319,-43.137313,0.88,1.36,0.018,1.04,1.481,0.12,0.02,0.12,0.02,0.12,0.02,0.125,0.021,0.125,0.021,0.125,0.021,-999.0,-999.0,P,-999.0,-999.0,ELAIS-S1,EI0960*SWIRE3_J003421.00-430813.7*m1*C0  ,-----------------------------------------------------,1,1,1,EI0960  ,SWIRE3_J003421.00-430813.7,233636,SWIRE3_J003421.00-430813.7,8.58751,-43.13715,0.0101,0.0102,23,77.28,1.31,71.27,1.21,0.95,CA3,0,64.7,1.47,69.4,1.8,0.86,CA3,0,80.77,5.61,70.18,5.46,0.52,CA0,0,156.44,5.74,162.7,8.32,0.34,CA0,0,1494.32,25.08,1462.87,34.05,0.32,CA2,0,23.921,0.027,23.279,0.031,22.526,0.017,23.647,22.911,22.178,0.0,0.0,0.09,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,SVA1_COADD-2971188743,8.587411,-43.137157,23.821728,22.92282,22.164228,21.740967,0.0403,0.0174,0.0142,0.0133,2971188743,2971188743,SVA1_COADD-2971188743         ,8.58741666666667,-43.1371666666667,0.83317,-9.999,3.0,DES_AAOmega         ,//                            ,4,9600,2
EI0963C2,ATLAS3_J003422.2-434119C,00:34:22.20,-43:41:19.2,8.592486,-43.688656,0.21,0.26,0.017,1.04,1.478,2.683,0.187,2.683,0.187,9.883,0.3788231777491974,2.764,0.193,2.764,0.193,10.18,0.3911853780498448,-999.0,-999.0,P,-0.547,0.102,ELAIS-S1,EI0963C2*SWIRE3_J003422.19-434119.7*m3*C0,-----------------------------------------------------,1,3,1,EI0963C2,SWIRE3_J003422.19-434119.7,206229,SWIRE3_J003422.19-434119.7,8.59249,-43.68882,0.0114,0.0103,22,198.25,1.62,253.92,1.79,0.1,CA0,2,164.3,1.32,213.83,1.74,0.08,CA0,2,121.74,4.81,122.49,6.32,0.01,CA0,0,83.04,3.49,89.46,5.36,0.04,CA0,0,-999.0,-999.0,-999.0,-999.0,-999.0,---,-999,21.946,0.006,20.334,0.004,19.472,0.002,21.19,19.633,18.703,0.1,0.1,0.04,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,SVA1_COADD-2971123488,8.592411,-43.688866,21.24532,19.744562,19.268076,18.976604,0.0031,0.0009,0.0009,0.0008,2971123488,2971123488,S679                          ,8.5925,-43.68881944444444,0.281,-9.999,-2.0,ATLAS               ,-                             ,-9,-9,2
EI0964  ,ATLAS3_J003422.3-434320C,00:34:22.35,-43:43:20.1,8.593139,-43.722237,0.26,0.4,0.017,1.04,1.478,0.467,0.03,0.467,0.03,0.467,0.03,0.485,0.031,0.485,0.031,0.485,0.031,-999.0,-999.0,P,-1.477,0.455,ELAIS-S1,EI0964*SWIRE3_J003422.32-434319.5*m1*C0  ,-----------------------------------------------------,1,1,1,EI0964  ,SWIRE3_J003422.32-434319.5,207138,SWIRE3_J003422.32-434319.5,8.59304,-43.72211,0.0122,0.0122,22,79.93,1.05,74.06,1.01,0.97,CA0,0,57.85,0.99,55.01,1.13,0.91,CA0,0,61.02,4.49,121.03,7.48,0.01,CA0,0,64.24,3.84,55.08,4.31,0.43,CA0,0,1063.76,31.18,753.66,35.54,0.45,CA0,0,24.924,0.078,23.531,0.056,22.384,0.021,24.966,23.177,22.05,0.45,0.64,0.72,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,SVA1_COADD-2971118910,8.593001,-43.722082,24.204834,22.613218,21.712223,21.371979,0.0404,0.0099,0.0069,0.0068,2971118910,2971118910,S642                          ,8.593041666666666,-43.72208055555556,0.6793,-9.999,-2.0,ATLAS               ,-                             ,-9,-9,2
EI0970  ,ATLAS3_J003425.1-435625C,00:34:25.19,-43:56:25.2,8.604945,-43.940332,0.54,0.83,0.017,1.04,1.472,0.193,0.021,0.193,0.021,0.193,0.021,0.2,0.021,0.2,0.021,0.2,0.021,-999.0,-999.0,P,0.007,1.182,ELAIS-S1,EI0970*SWIRE3_J003425.20-435623.7*m1*C0  ,-----------------------------------------------------,1,1,1,EI0970  ,SWIRE3_J003425.20-435623.7,212188,SWIRE3_J003425.20-435623.7,8.60501,-43.93992,0.0117,0.012,22,205.93,1.37,326.01,1.78,0.03,EK2,2,164.54,1.52,232.01,2.02,0.05,CA0,2,104.13,4.06,134.28,5.6,0.0,CA0,0,100.17,4.05,189.41,9.14,0.01,CA0,0,-999.0,-999.0,-999.0,-999.0,-999.0,---,-999,22.012,0.004,20.29,0.002,19.421,0.001,20.976,19.162,18.356,0.03,0.03,0.03,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,SVA1_COADD-2970699607,8.605046,-43.939921,21.246243,19.76409,19.253498,18.910429,0.0043,0.0014,0.0012,0.0012,2970699607,2970699607,S461*                         ,8.605,-43.93991111111111,0.2363,-9.999,-2.0,ATLAS               ,-                             ,-9,-9,2
EI0971C1,ATLAS3_J003425.4-434400C,00:34:25.42,-43:44:00.0,8.605937,-43.733322,0.17,0.26,0.017,1.04,1.479,1.529,0.079,1.8,0.093,1.8,0.093,1.575,0.082,1.854,0.097,1.854,0.097,4.1,1.0,E,-0.537,0.138,ELAIS-S1,EI0971C1*SWIRE3_J003425.44-434359.6*m1*C0,-----------------------------------------------------,4,1,1,EI0971C1,SWIRE3_J003425.44-434359.6,207001,SWIRE3_J003425.44-434359.6,8.60601,-43.73323,0.0114,0.0101,22,240.01,1.67,383.37,2.08,0.03,EK3,2,203.76,1.9,312.87,2.64,0.03,CA0,2,121.74,4.51,162.47,7.19,0.0,CA0,0,227.66,4.96,339.24,9.36,0.0,CA0,0,-99.0,-99.0,-99.0,-99.0,-9.0,---,-99,60.872,99.99,20.277,0.002,19.385,0.001,60.091,18.916,18.174,99.99,0.03,0.03,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,SVA1_COADD-2971118832,8.605964,-43.733247,21.143322,19.718393,19.217262,18.916378,0.0029,0.0009,0.0008,0.0008,2971118832,2971118832,S631                          ,8.606041666666666,-43.73321944444445,0.2804,-9.999,-2.0,ATLAS               ,-                             ,-9,-9,2
EI0971C2,ATLAS3_J003426.0-434348C,00:34:26.00,-43:43:48.8,8.608334,-43.730217,0.29,0.45,0.017,1.04,1.479,0.318,0.025,0.462,0.037,0.462,0.037,0.328,0.026,0.476,0.038,0.476,0.038,6.5,1.2,E,-0.537,0.138,ELAIS-S1,EI0971C2*SWIRE3_J003426.01-434349.1*m1*C0,-----------------------------------------------------,4,1,1,EI0971C2,SWIRE3_J003426.01-434349.1,206831,SWIRE3_J003426.01-434349.1,8.6084,-43.73032,0.00706,0.00961,22,233.92,1.67,300.0,1.8,0.04,CA2,2,210.03,1.9,266.21,2.21,0.04,CA0,2,175.79,4.8,200.76,6.93,0.05,CA0,0,864.5,6.37,938.32,9.09,0.58,CA0,1,948.74,32.31,893.45,38.21,0.68,CA0,0,22.543,0.007,21.122,0.004,20.284,0.002,21.062,19.713,19.017,0.01,0.03,0.03,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,SVA1_COADD-2971118302,8.608365,-43.73032,21.960604,20.637844,20.00867,19.603933,0.0056,0.0018,0.0016,0.0014,2971118302,2971118302,SWIRE3 J003426.01-434349.1    ,8.608374999999999,-43.73030555555555,0.20469,-9.999,-2.0,ATLAS               ,-                             ,-9,-9,2
EI0974  ,ATLAS3_J003425.6-430200C,00:34:25.64,-43:02:00.1,8.60682,-43.033366,0.16,0.25,0.024,1.04,1.473,8.389,0.429,33.55,1.678,33.55,1.678,8.705,0.449,34.811,1.757,34.811,1.757,16.7,0.8,E,-0.726,0.134,ELAIS-S1,EI0974*SWIRE3_J003427.54-430222.5*m1*C0  ,-----------------------------------------------------,4,1,1,EI0974  ,SWIRE3_J003427.54-430222.5,230547,SWIRE3_J003427.54-430222.5,8.61479,-43.03961,0.00767,0.00875,23,543.13,3.24,960.0,4.06,0.03,EK3,2,440.62,3.22,793.29,4.69,0.03,EK3,2,332.53,7.6,452.03,11.4,0.03,CA0,0,335.25,6.32,400.19,10.79,0.75,CA0,0,-99.0,-99.0,-99.0,-99.0,-9.0,---,-99,20.706,0.002,19.014,0.001,18.261,0.001,19.53,17.877,17.12,0.03,0.03,0.03,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,SVA1_COADD-2971201695,8.614741,-43.039563,19.991966,18.645008,18.20245,17.929413,0.0017,0.0006,0.0005,0.0005,2971201695,2971201695,SWIRE4 J003427.54-430222.5    ,8.614749999999999,-43.039583333333326,0.2193,-9.999,-2.0,ATLAS               ,5                             ,-9,-9,2
EI0975  ,ATLAS3_J003426.1-430538C,00:34:26.16,-43:05:38.8,8.609004,-43.09412,0.99,1.53,0.019,1.04,1.478,0.114,0.021,0.206,0.022,0.206,0.022,0.119,0.022,0.214,0.023,0.214,0.023,8.6,2.1,E,-999.0,-999.0,ELAIS-S1,EI0975*SWIRE3_J003426.30-430542.5*m1*C0  ,-----------------------------------------------------,4,1,1,EI0975  ,SWIRE3_J003426.30-430542.5,232015,SWIRE3_J003426.30-430542.5,8.60959,-43.09516,0.00868,0.0119,23,149.36,1.76,199.04,2.17,0.16,CA3,1,128.16,1.9,138.04,2.16,0.15,CA3,0,122.52,5.94,130.35,7.84,0.17,CA0,0,227.06,5.99,244.55,8.7,0.14,CA0,0,981.39,29.61,1026.5,40.59,0.58,CA0,0,23.049,0.01,21.864,0.007,20.792,0.003,22.2,20.945,19.865,0.01,0.02,0.03,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,SVA1_COADD-2971193593,8.609526,-43.095183,22.665367,21.1842,20.65249,20.254698,0.0144,0.0038,0.0038,0.0034,2971193593,2971193593,SVA1_COADD-2971193593         ,8.60954166666667,-43.0951944444444,0.46364,-9.999,4.0,DES_AAOmega         ,//                            ,3,5400,4
EI0979  ,ATLAS3_J003426.9-440210C,00:34:26.95,-44:02:10.1,8.612296,-44.03615,0.98,1.51,0.017,1.04,1.469,0.101,0.019,0.101,0.019,0.101,0.019,0.105,0.019,0.105,0.019,0.105,0.019,-999.0,-999.0,P,-999.0,-999.0,ELAIS-S1,EI0979*SWIRE3_J003427.02-440210.5*m1*C0  ,-----------------------------------------------------,1,1,1,EI0979  ,SWIRE3_J003427.02-440210.5,214414,SWIRE3_J003427.02-440210.5,8.61262,-44.03626,0.00918,0.0117,22,104.77,1.48,117.98,1.51,0.05,CA0,0,79.01,1.35,88.16,1.49,0.05,CA0,0,73.88,5.68,88.39,8.17,0.01,CA0,0,349.02,5.26,407.69,8.18,0.05,CA0,0,489.48,25.71,372.92,26.45,0.32,CA0,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,SVA1_COADD-2970690668,8.61258,-44.036306,21.021036,20.435987,20.05004,19.875229,0.0038,0.0026,0.0025,0.0028,2970690668,2970690668,SVA1_COADD-2970690668         ,8.61258333333333,-44.0363055555556,0.12017,-9.999,4.0,DES_AAOmega         ,//                            ,3,5400,4
EI0980  ,ATLAS3_J003427.4-431859C,00:34:27.40,-43:18:59.1,8.61415,-43.316405,0.37,0.58,0.017,1.04,1.477,0.291,0.023,0.291,0.023,0.291,0.023,0.302,0.024,0.302,0.024,0.302,0.024,-999.0,-999.0,P,-0.324,0.703,ELAIS-S1,EI0980*SWIRE3_J003427.42-431859.5*m1*C0  ,-----------------------------------------------------,1,1,1,EI0980  ,SWIRE3_J003427.42-431859.5,236852,SWIRE3_J003427.42-431859.5,8.61425,-43.31653,0.00983,0.0106,23,339.08,2.67,768.19,3.9,0.03,EK3,2,279.7,2.7,577.82,4.37,0.03,EK3,2,190.59,6.69,365.43,15.08,0.0,CA0,0,127.79,5.67,143.0,8.4,0.0,CA0,0,-999.0,-999.0,-999.0,-999.0,-999.0,---,-999,22.251,0.005,20.697,0.003,19.448,0.001,20.79,19.186,17.945,0.02,0.03,0.03,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,SVA1_COADD-2971165927,8.614189,-43.316563,21.653774,19.802723,19.199865,18.874033,0.0062,0.0012,0.0011,0.001,2971165927,2971165927,S992                          ,8.61425,-43.31650833333333,0.3951,-9.999,-2.0,ATLAS               ,-                             ,-9,-9,2
EI0988C1,ATLAS3_J003429.0-432616C,00:34:29.02,-43:26:16.9,8.620913,-43.43803,0.24,0.36,0.019,1.04,1.475,0.619,0.046,0.974,0.074,2.364,0.1060754448494089,0.645,0.048,1.014,0.077,2.4610000000000003,0.1110360301884032,7.3,1.1,E,-0.774,0.151,ELAIS-S1,EI0988C1*SWIRE3_J003429.34-432614.4*m2*C0,-----------------------------------------------------,1,2,1,EI0988C1,SWIRE3_J003429.34-432614.4,239344,SWIRE3_J003429.34-432614.4,8.62226,-43.43734,0.00421,0.00421,23,1596.96,5.71,5323.21,8.88,0.03,EK2,2,1144.22,5.18,3595.26,8.23,0.03,EK2,2,1955.03,15.55,5461.77,25.68,0.03,EK2,2,10161.02,20.83,25296.75,30.38,0.03,EK0,2,21512.72,35.81,24925.43,59.24,0.04,EK0,2,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,SVA1_COADD-2971153212,8.622551,-43.437327,19.684883,18.644222,18.14694,17.716179,0.0011,0.0005,0.0004,0.0003,2971153212,2971153212,S896                          ,8.622333333333334,-43.43727222222222,0.053,-9.999,-2.0,ATLAS               ,-                             ,-9,-9,2
EI0993  ,ATLAS3_J003429.4-434708C,00:34:29.49,-43:47:08.9,8.62289,-43.785795,0.24,0.37,0.016,1.04,1.478,0.516,0.031,0.993,0.052,0.993,0.052,0.535,0.032,1.031,0.054,1.031,0.054,9.3,0.8,E,0.633,0.228,ELAIS-S1,EI0993*SWIRE3_J003429.40-434717.0*m1*C0  ,-----------------------------------------------------,1,1,1,EI0993  ,SWIRE3_J003429.40-434717.0,207892,SWIRE3_J003429.40-434717.0,8.62253,-43.78806,0.0106,0.00979,22,343.08,2.12,598.36,2.71,0.03,EK3,2,264.1,2.6,428.94,3.63,0.03,CA0,2,152.86,4.71,249.61,9.58,0.0,CA0,0,105.17,5.67,150.19,8.69,0.02,CA0,0,-999.0,-999.0,-999.0,-999.0,-999.0,---,-999,21.145,0.002,19.519,0.001,18.786,0.001,19.932,18.311,17.582,0.03,0.03,0.03,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,SVA1_COADD-2971113531,8.622485,-43.78807,20.425577,19.103796,18.658882,18.354029,0.0017,0.0006,0.0005,0.0005,2971113531,2971113531,0093-00208                    ,8.62256,-43.78805,0.20219968,-9.999,4.0,PRIMUS              ,-                             ,-9,-9,4
EI0998  ,ATLAS3_J003430.6-432453C,00:34:30.64,-43:24:53.1,8.627669,-43.414739,0.34,0.53,0.018,1.04,1.476,0.342,0.026,0.342,0.026,0.342,0.026,0.355,0.027,0.355,0.027,0.355,0.027,-999.0,-999.0,P,-0.986,0.667,ELAIS-S1,EI0998*SWIRE3_J003430.60-432452.7*m1*C0  ,-----------------------------------------------------,1,1,1,EI0998  ,SWIRE3_J003430.60-432452.7,238723,SWIRE3_J003430.60-432452.7,8.62754,-43.41465,0.00673,0.00673,23,813.47,3.31,1325.67,3.71,0.03,EK2,2,535.19,2.97,845.0,3.54,0.03,EK2,2,370.18,6.43,511.76,9.46,0.01,CA0,0,398.93,5.33,585.8,10.66,0.02,CA0,2,-999.0,-999.0,-999.0,-999.0,-999.0,---,-999,19.48,0.001,18.206,0.001,17.535,0.0,18.257,17.059,16.413,0.03,0.03,0.03,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,SVA1_COADD-2971155496,8.627438,-43.414701,18.905699,17.893652,17.481785,17.171175,0.0007,0.0003,0.0003,0.0002,2971155496,2971155496,S919                          ,8.627541666666666,-43.41466944444444,0.0901,-9.999,-2.0,ATLAS               ,-                             ,-9,-9,2
EI0999  ,ATLAS3_J003430.8-431259C,00:34:30.86,-43:12:59.3,8.628592,-43.216465,0.75,1.16,0.017,1.04,1.48,0.132,0.019,0.132,0.019,0.132,0.019,0.137,0.02,0.137,0.02,0.137,0.02,-999.0,-999.0,P,0.266,1.319,ELAIS-S1,EI0999*SWIRE3_J003430.88-431259.4*m1*C0  ,-----------------------------------------------------,1,1,1,EI0999  ,SWIRE3_J003430.88-431259.4,234197,SWIRE3_J003430.88-431259.4,8.62869,-43.2165,0.00871,0.0104,23,94.52,1.42,102.43,1.45,0.04,CA0,0,106.63,1.76,104.35,1.75,0.05,CA0,0,58.37,5.36,60.13,6.04,0.49,CA0,0,299.52,6.19,286.67,7.84,0.24,CA0,0,923.45,25.63,550.84,25.85,0.58,CA0,0,21.788,0.004,20.729,0.003,20.154,0.002,21.191,20.057,19.49,0.03,0.03,0.03,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,SVA1_COADD-2971177536,8.62868,-43.216514,21.428938,20.54574,20.222696,19.885555,0.005,0.0021,0.0024,0.0024,2971177536,2971177536,SVA1_COADD-2971177536         ,8.62866666666667,-43.2165277777778,0.35347,-9.999,4.0,DES_AAOmega         ,//                            ,9,21600,4
EI1002  ,ATLAS3_J003431.6-440311C,00:34:31.60,-44:03:11.2,8.631675,-44.053118,0.3,0.47,0.017,1.04,1.469,0.381,0.026,0.381,0.026,0.381,0.026,0.394,0.027,0.394,0.027,0.394,0.027,-999.0,-999.0,P,0.064,0.561,ELAIS-S1,EI1002*SWIRE3_J003431.66-440313.9*m1*C0  ,-----------------------------------------------------,1,1,1,EI1002  ,SWIRE3_J003431.66-440313.9,214261,SWIRE3_J003431.66-440313.9,8.63192,-44.05387,0.0104,0.00914,22,256.13,2.04,390.46,2.44,0.03,EK0,2,211.98,1.93,307.17,2.5,0.03,CA0,2,139.28,5.33,175.36,7.77,0.0,CA0,0,108.34,4.62,123.74,7.22,0.0,CA0,0,-999.0,-999.0,-999.0,-999.0,-999.0,---,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,SVA1_COADD-2970689545,8.631836,-44.053922,21.404625,19.788736,19.241425,18.886435,0.0051,0.0015,0.0013,0.0012,2970689545,2970689545,S380                          ,8.631916666666667,-44.053888888888885,0.2853,-9.999,-2.0,ATLAS               ,-                             ,-9,-9,2
EI1014  ,ATLAS3_J003433.3-434210C,00:34:33.33,-43:42:10.9,8.638892,-43.703023,0.18,0.29,0.017,1.04,1.479,1.041,0.056,1.041,0.056,1.041,0.056,1.082,0.058,1.082,0.058,1.082,0.058,-999.0,-999.0,P,0.013,0.205,ELAIS-S1,EI1014*SWIRE3_J003433.34-434211.3*m1*C0  ,-----------------------------------------------------,1,1,1,EI1014  ,SWIRE3_J003433.34-434211.3,205167,SWIRE3_J003433.34-434211.3,8.63894,-43.70316,0.0116,0.0119,22,133.66,1.36,147.33,1.4,0.66,CA3,1,84.71,1.3,101.37,1.78,0.78,CA0,0,87.25,4.7,80.09,5.68,0.0,CA0,0,69.32,4.44,48.38,4.39,0.08,CA0,0,-999.0,-999.0,-999.0,-999.0,-999.0,---,-999,23.771,0.024,22.817,0.019,21.872,0.008,23.361,22.344,21.438,0.07,0.03,0.1,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,SVA1_COADD-2971121230,8.638895,-43.70316,23.433224,22.223804,21.156515,20.725729,0.0252,0.0083,0.0052,0.0046,2971121230,2971121230,SVA1_COADD-2971121230         ,8.638875,-43.7031666666667,0.81352,-9.999,4.0,DES_AAOmega         ,                              ,3,7200,4
EI1016  ,ATLAS3_J003433.9-434357C,00:34:33.97,-43:43:57.8,8.64156,-43.732733,0.92,1.42,0.017,1.04,1.479,0.105,0.018,0.105,0.018,0.105,0.018,0.109,0.019,0.109,0.019,0.109,0.019,-999.0,-999.0,P,-999.0,-999.0,ELAIS-S1,EI1016*SWIRE3_J003434.05-434357.9*m1*C0  ,-----------------------------------------------------,1,1,1,EI1016  ,SWIRE3_J003434.05-434357.9,205785,SWIRE3_J003434.05-434357.9,8.64188,-43.73277,0.00727,0.00785,22,175.49,1.57,189.49,1.54,0.08,CA2,2,159.61,1.83,169.3,1.93,0.11,CA0,0,126.41,5.92,127.59,7.54,0.14,CA0,0,720.1,6.59,755.98,8.65,0.24,CA0,1,2123.98,31.82,1566.6,33.65,0.9,CA0,0,21.216,0.003,20.091,0.002,19.478,0.001,20.568,19.396,18.824,0.03,0.03,0.03,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,SVA1_COADD-2971117972,8.641817,-43.732778,20.78787,19.818312,19.374868,19.165558,0.0031,0.0012,0.0012,0.0012,2971117972,2971117972,SVA1_COADD-2971117972         ,8.64183333333333,-43.7327777777778,0.20647,-9.999,4.0,DES_AAOmega         ,///                           ,3,7200,4
